filename,bert_precision_mean,bert_precision_std,bert_recall_mean,bert_recall_std,bert_f1_mean,bert_f1_std,rouge1_mean,rouge1_std,rouge2_mean,rouge2_std,rougeL_mean,rougeL_std,sentence_embedding_sim_mean,sentence_embedding_sim_std,gemini_score_mean,gemini_score_std
fiscal_note_20250801_090745_n30_rerank_k20.json,0.7380422486199273,0.2615859098737254,0.7689205275641547,0.27280496255486364,0.7529539532131619,0.2666614910454403,0.26189258630440754,0.12462703372649636,0.07895035952295613,0.08285428444796551,0.17318692381518905,0.1002178249231513,0.43338417675760055,0.1673226608140752,2.2222222222222223,2.739739556875101
fiscal_note_20250801_090547_n25_rerank_k25.json,0.7483978735076057,0.26538598263780455,0.7797424859470792,0.277118125778091,0.7634831402036879,0.2705998405435447,0.30926268809266305,0.14879486562544678,0.10512233292520282,0.08832994675074225,0.18105425772008613,0.08170987245670441,0.49124591218100655,0.2069313923406125,1.6666666666666667,1.414213562373095
fiscal_note_20250801_090816_n30_rerank_k25.json,0.7446756826506721,0.26403821620637263,0.7755637433793809,0.27530611840196945,0.7596609195073446,0.26927115740372093,0.3035491353354219,0.14573987064263438,0.0950526445574118,0.08562180644770537,0.1866036166096812,0.10958487998683579,0.47088701526323956,0.17900180876230518,1.8888888888888888,1.7916128329552332
fiscal_note_20250801_090346_n15_rerank_k30.json,0.7432891527811686,0.2635678707216076,0.7731601860788133,0.2741972823774745,0.7576544152365791,0.26825385799136514,0.27515714628244053,0.1289062216685831,0.07245265695190077,0.07646412422947876,0.16241352309881574,0.08766948683095657,0.45042197902997333,0.19360285831090102,2.111111111111111,2.078698548207745
fiscal_note_20250801_090158_n15_rerank_k10.json,0.74273638592826,0.26317227019057066,0.7678942547904121,0.27251662140720556,0.7548117968771193,0.2671857332872906,0.2700127619863291,0.12226886116388819,0.06558279317126507,0.05887010994958656,0.16580784358127476,0.07906791929838493,0.4441668192545573,0.1844341820624229,1.5555555555555556,1.4229164972072998
fiscal_note_20250801_090615_n25_rerank_k30.json,0.7408828735351562,0.2624362030122344,0.7743064297570122,0.27487086768031704,0.7570308778021071,0.2681340710945223,0.27875123329375945,0.1356981304134569,0.08041399651672962,0.05966805804164775,0.1645922967931143,0.0765715669102195,0.4516795343822903,0.18155744613228808,1.8888888888888888,1.968893905185483
fiscal_note_20250801_090448_n25_rerank_k15.json,0.7416887879371643,0.26252547708538554,0.768274618519677,0.2725041436644086,0.7545471919907464,0.2670279670542679,0.2698707483480173,0.11504295439213359,0.060600108459935846,0.04890728603589144,0.15816612264027408,0.06872206277712274,0.4685464170244005,0.17905976356404318,1.4444444444444444,1.3425606637327303
fiscal_note_20250801_090718_n30_rerank_k15.json,0.7404468258221945,0.26249574351369315,0.7721697820557488,0.2740031148678848,0.7557638817363315,0.2677156414574656,0.2896589700454815,0.13680454157922475,0.08275898567166105,0.08241380916750381,0.18446436385860007,0.10209748981439586,0.4368089603053199,0.1772818741690694,2.3333333333333335,3.018461712712472
fiscal_note_20250801_090420_n25_rerank_k10.json,0.7454163034756979,0.2641965607313872,0.7648413379987081,0.27130510264050983,0.7548116114404466,0.26732263531059336,0.2755181446754559,0.1280213860301178,0.054634241218248746,0.06314844965957545,0.1763408727707911,0.07576187755918291,0.3987490435441335,0.15894155244779337,2.111111111111111,2.8846122190549264
fiscal_note_20250801_090225_n15_rerank_k15.json,0.7448363635275099,0.2640535123595484,0.7738414340549045,0.2747985152309463,0.758733073870341,0.26867265916472977,0.277262315010691,0.12681012345588522,0.06998111087645206,0.059848290258506964,0.1693322554362842,0.08329118274591944,0.44359004497528076,0.1998695263034337,1.7777777777777777,1.7497795275581802
fiscal_note_20250801_090844_n30_rerank_k30.json,0.748056087228987,0.26512474423520155,0.7801402277416654,0.27713378112807685,0.7634719279077318,0.2704316315875649,0.30473553890977884,0.14410703466011274,0.10979912928286989,0.07348517739049798,0.17907742558007284,0.08404534171338861,0.4674491120709313,0.18713217888288625,2.3333333333333335,2.8284271247461903
fiscal_note_20250801_090648_n30_rerank_k10.json,0.7378133866522048,0.2613158028871668,0.7658223774698045,0.2720419843280745,0.7514203521940443,0.2663035119241017,0.25618657875394313,0.12888978209460739,0.06423021057597883,0.08417753005639464,0.1680871491877584,0.0960149102461108,0.41472093264261883,0.16245517319756464,2.3333333333333335,3.018461712712472
fiscal_note_20250801_090252_n15_rerank_k20.json,0.7449719640943739,0.26394525495188637,0.7752328978644477,0.27532400139901975,0.7594294680489434,0.26879039688976664,0.282486261702963,0.13023508814830437,0.07650429978443454,0.06058204689398988,0.18216411062999668,0.085475775775509,0.4688976870642768,0.20343583565327564,2.111111111111111,1.9688939051854835
fiscal_note_20250731_172559.json,0.7421349220805697,0.26300750648222354,0.7675266663233439,0.2726810423779762,0.7542329165670607,0.2669927313105653,0.27122546151855714,0.12509348366476486,0.06647808450212422,0.04415914600165554,0.16511099533331933,0.07040454244642359,0.4074595868587494,0.16159199994895676,2.2222222222222223,2.8588178511708016
fiscal_note_20250801_090518_n25_rerank_k20.json,0.7398620446523031,0.26205851632557636,0.7710021601782905,0.27363544190060834,0.7548578116628859,0.2672324283492396,0.277719431720702,0.12941360465905558,0.07057616264177123,0.05437172855981726,0.16068232631114926,0.07890920774745135,0.469177782535553,0.19028137288843097,1.8888888888888888,1.7284832429004495
